IATA,ICAO,Airport,Location,Country,UTC,Latitudes,Longitudes,Elevation,URL,PAX,OPs,Cargo,Year
BMJ,SYBR,Baramita Airport,Baramita,Guyana,UTC−04:00,7.372222222222222,-60.487500000000004,499,https://en.wikipedia.org/wiki/Baramita_Airport,,,,
BMK,EDWR,Borkum Airfield,"Borkum, Lower Saxony",Germany,UTC+01:00,,,3,https://en.wikipedia.org/wiki/Borkum_Airfield,,,,
BML,KBML,Berlin Regional Airport,"Berlin, New Hampshire",United States,UTC−05:00,44.57527777777778,-71.17583333333334,"1,161",https://en.wikipedia.org/wiki/Berlin_Regional_Airport,,,,
BMM,FOOB,Bitam Airport,Bitam,Gabon,UTC+01:00,2.075555555555556,11.493333333333332,"1,969",https://en.wikipedia.org/wiki/Bitam_Airport,,,,
BMN,ORBB,Bamarni Airport,Bamarni,Iraq,UTC+03:00,,,,https://en.wikipedia.org/wiki/Bamarni_Airport,,,,
BMO,VYBM,Bhamo Airport,Bhamo,Myanmar,UTC+06:30,24.270833333333332,97.24694444444445,378,https://en.wikipedia.org/wiki/Bhamo_Airport,,,,
BMP,YBPI,Brampton Island Airport,"Brampton Island, Queensland",Australia,UTC+10:00,,,,https://en.wikipedia.org/wiki/Brampton_Island_Airport,,,,
BMQ,,Bamburi Airport,Bamburi,Kenya,UTC+03:00,-3.98,39.730000000000004,78,https://en.wikipedia.org/wiki/Bamburi_Airport,,,,
BMR,EDWZ,Baltrum Airport,"Baltrum, Lower Saxony",Germany,UTC+01:00,,,,https://en.wikipedia.org/wiki/Baltrum_Airport,,,,
BMS,SNBU,Socrates Mariani Bittencourt Airport,"Brumado, Bahia",Brazil,UTC−03:00,,,,https://en.wikipedia.org/wiki/Socrates_Mariani_Bittencourt_Airport,,,,
BMT,KBMT,Beaumont Municipal Airport,"Beaumont, Texas",United States,UTC−06:00,30.07027777777778,-94.215,32,https://en.wikipedia.org/wiki/Beaumont_Municipal_Airport,,,,
BMU,WADB,Sultan Muhammad Salahudin Airport,Bima,Indonesia,UTC+08:00,,,3,https://en.wikipedia.org/wiki/Sultan_Muhammad_Salahudin_Airport,,,,
BMV,VVBM,Buon Ma Thuot Airport,Buon Ma Thuot,Vietnam,UTC+07:00,12.668055555555554,108.11999999999999,"1,736",https://en.wikipedia.org/wiki/Buon_Ma_Thuot_Airport,,,,2015
BMW,DATM,Bordj Mokhtar Airport,Bordj Badji Mokhtar,Algeria,UTC+01:00,,,"1,302",https://en.wikipedia.org/wiki/Bordj_Mokhtar_Airport,,,,
BMX,PABM,Big Mountain Air Force Station,"Big Mountain, Alaska",United States,UTC−09:00,,,663,https://en.wikipedia.org/wiki/Big_Mountain_Air_Force_Station,,,,
BMY,NWWC,Île Art – Waala Airport,"Waala, Belep Islands",New Caledonia,UTC+11:00,,,,https://en.wikipedia.org/wiki/Île_Art_–_Waala_Airport,,,,
BMZ,AYBF,Bamu Airport,Bamu,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Bamu_Airport,,,,
BNA,KBNA,Nashville International Airport,"Nashville, Tennessee",United States,UTC−06:00,36.126666666666665,-86.68194444444445,599,https://en.wikipedia.org/wiki/Nashville_International_Airport,,,,2022
BNB,FZGN,Boende Airport,Boende,Democratic Republic of the Congo,UTC+01:00,-0.2866666666666667,20.883333333333333,"1,168",https://en.wikipedia.org/wiki/Boende_Airport,,,,
BNC,FZNP,Beni Airport,Beni,Democratic Republic of the Congo,UTC+02:00,0.575,29.473888888888887,"3,517",https://en.wikipedia.org/wiki/Beni_Airport,,,,
BND,OIKB,Bandar Abbas International Airport,Bandar Abbas,Iran,UTC+03:30,27.218055555555555,56.37777777777778,22,https://en.wikipedia.org/wiki/Bandar_Abbas_International_Airport,,,,2017
BNE,YBBN,Brisbane Airport,"Brisbane, Queensland",Australia,UTC+10:00,-27.383333333333333,153.11833333333334,1,https://en.wikipedia.org/wiki/Brisbane_Airport,"23205702<sup id=""cite_ref-airportdata_1-0"" class=""reference""><a href=""#cite_note-airportdata-1"">[1]</a></sup>",,,2017
BNF,,Warm Springs Bay Seaplane Base,"Baranof Warm Springs, Alaska",United States,UTC−09:00,,,,https://en.wikipedia.org/wiki/Warm_Springs_Bay_Seaplane_Base,,,,
BNG,KBNG,Banning Municipal Airport,"Banning, California",United States,UTC−08:00,33.9225,-116.850556,"2,222",https://en.wikipedia.org/wiki/Banning_Municipal_Airport,,,,
BNI,DNBE,Benin Airport,Benin City,Nigeria,UTC+01:00,6.316666666666666,5.6,259,https://en.wikipedia.org/wiki/Benin_Airport,,,,
BNK,YBNA,Ballina Byron Gateway Airport,"Ballina, New South Wales",Australia,UTC+10:00,-28.833333333333332,153.56166666666667,7,https://en.wikipedia.org/wiki/Ballina_Byron_Gateway_Airport,,,,FY 2
BNL,KBNL,Barnwell Regional Airport,"Barnwell, South Carolina",United States,UTC−05:00,,,246,https://en.wikipedia.org/wiki/Barnwell_Regional_Airport,,5750,,2018
BNM,AYBD,Bodinumu Airport,Bodinumu,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Bodinumu_Airport,,,,
BNN,ENBN,"Brønnøysund Airport, Brønnøy",Brønnøysund,Norway,UTC+01:00,,,8 m,"https://en.wikipedia.org/wiki/Brønnøysund_Airport,_Brønnøy",117471,,,2014
BNO,KBNO,Burns Municipal Airport,"Burns, Oregon",United States,UTC−08:00,43.591944444444444,-118.95555555555556,"4,159",https://en.wikipedia.org/wiki/Burns_Municipal_Airport,,8000,,2010
BNP,OPBN,Bannu Airport,Bannu,Pakistan,UTC+05:00,32.971944444444446,70.52416666666666,"1,325",https://en.wikipedia.org/wiki/Bannu_Airport,,,,
BNQ,,Baganga Airport,Baganga,Philippines,UTC+08:00,,,,https://en.wikipedia.org/wiki/Baganga_Airport,,,,
BNR,DFOB,Banfora Airport,Banfora,Burkina Faso,UTC±00:00,10.68946388888889,-4.7274400000000005,984,https://en.wikipedia.org/wiki/Banfora_Airport,,,,
BNS,SVBI,Barinas Airport,Barinas,Venezuela,UTC−04:00,,,666,https://en.wikipedia.org/wiki/Barinas_Airport,,,,
BNT,AYDI,Bundi Airport,Bundi,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Bundi_Airport,,,,
BNU,SSBL,Blumenau Airport,"Blumenau, Santa Catarina",Brazil,UTC−03:00,,,,https://en.wikipedia.org/wiki/Blumenau_Airport,,,,
BNV,,Boana Airport,Boana,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Boana_Airport,,,,
BNW,KBNW,Boone Municipal Airport,"Boone, Iowa",United States,UTC−06:00,42.04944444444444,-93.8475,"1,160",https://en.wikipedia.org/wiki/Boone_Municipal_Airport,,20700,,2012
BNX,LQBK,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,UTC+01:00,44.93611111111111,17.299166666666668,122 m,https://en.wikipedia.org/wiki/Banja_Luka_International_Airport,<b>342.988</b>,,,2022
BNY,AGGB,Bellona/Anua Airport,"Bellona Island, Rennell and Bellona",Solomon Islands,UTC+11:00,,,,https://en.wikipedia.org/wiki/Bellona/Anua_Airport,,,,
BNZ,,Banz Airport,Banz,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Banz_Airport,,,,
BOA,FZAJ,Boma Airport,Boma,Democratic Republic of the Congo,UTC+01:00,,,26,https://en.wikipedia.org/wiki/Boma_Airport,,,,
BOB,NTTB,Bora Bora Airport,Bora Bora,French Polynesia,UTC−10:00,-16.44361111111111,-151.7525,11,https://en.wikipedia.org/wiki/Bora_Bora_Airport,182555,4935,,2021
BOC,MPBO,"Bocas del Toro ""Isla Colón"" International Airport",Bocas Town,Panama,UTC−05:00,9.340833333333334,-82.25,10,"https://en.wikipedia.org/wiki/Bocas_del_Toro_""Isla_Colón""_International_Airport",,,,
BOD,LFBD,Bordeaux–Mérignac Airport,"Bordeaux, Aquitaine",France,UTC+01:00,,,162,https://en.wikipedia.org/wiki/Bordeaux–Mérignac_Airport,7703143,,,2019
BOE,FCOB,Boundji Airport,Boundji,Republic of the Congo,UTC+01:00,-1.031111111111111,15.334722222222222,380 m,https://en.wikipedia.org/wiki/Boundji_Airport,,,,
BOG,SKBO,El Dorado International Airport,Bogotá,Colombia,UTC−05:00,4.701388888888889,-74.14694444444446,"2,548 m",https://en.wikipedia.org/wiki/El_Dorado_International_Airport,"36478591<sup id=""cite_ref-2"" class=""reference""><a href=""#cite_note-2"">[2]</a></sup>",,,2022
BOH,EGHH,Bournemouth Airport,Bournemouth,England,UTC±00:00,50.78,-1.8425000000000002,38,https://en.wikipedia.org/wiki/Bournemouth_Airport,200640,38304,,2021
BOI,KBOI,Boise Air Terminal,"Boise, Idaho",United States,UTC−07:00,43.56444444444444,-116.22277777777778,"2,871",https://en.wikipedia.org/wiki/Boise_Air_Terminal,4496529,139466,,2022
BOJ,LBBG,Burgas Airport,Burgas,Bulgaria,UTC+02:00,42.57027777777778,27.51527777777778,41 m,https://en.wikipedia.org/wiki/Burgas_Airport,1643581,,,2022
BOK,KBOK,Brookings Airport,"Brookings, Oregon",United States,UTC−08:00,,,459,https://en.wikipedia.org/wiki/Brookings_Airport,,,,05/2
BOL,EGQB,Ballykelly Airfield,Ballykelly,Northern Ireland,UTC±00:00,55.05444444444444,-7.02,3 metres (10,https://en.wikipedia.org/wiki/Ballykelly_Airfield,,,,
BOM,VABB,Chhatrapati Shivaji International Airport,"Mumbai, Maharashtra",India,UTC+05:30,19.08861111111111,72.86805555555554,11 m,https://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,,,,Apri
BON,TNCB,Flamingo International Airport,"Kralendijk, Bonaire",Caribbean Netherlands,UTC−04:00,12.131111111111112,-68.26861111111111,20,https://en.wikipedia.org/wiki/Flamingo_International_Airport,462897,,,2010
BOO,ENBO,Bodø Airport,Bodø,Norway,UTC+01:00,67.26916666666666,14.365277777777777,13 m,https://en.wikipedia.org/wiki/Bodø_Airport,1824601,,,2018
BOP,FEFO,Bouar Airport,Bouar,Central African Republic,UTC+01:00,5.959722222222222,15.6375,"3,374",https://en.wikipedia.org/wiki/Bouar_Airport,,,,
BOQ,,Boku Airport,Boku,Papua New Guinea,UTC+11:00,,,,https://en.wikipedia.org/wiki/Boku_Airport,,,,
BOS,KBOS,Logan International Airport,"Boston, Massachusetts",United States,UTC−05:00,42.363055555555555,-71.00638888888889,19,https://en.wikipedia.org/wiki/Logan_International_Airport,"36090716<sup id=""cite_ref-Massport_Statistics_3-1"" class=""reference""><a href=""#cite_note-Massport_Statistics-3"">[3]</a></sup>",,,2022
BOT,AYET,Bosset Airport,Bosset,Papua New Guinea,UTC+10:00,,,60,https://en.wikipedia.org/wiki/Bosset_Airport,,,,
BOU,LFLD,Bourges Airport,"Bourges, Centre-Val de Loire",France,UTC+01:00,47.06083333333333,2.37,529,https://en.wikipedia.org/wiki/Bourges_Airport,,,,
BOV,,Boang Island Airport,Boang Island,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Boang_Island_Airport,,,,
BOW,KBOW,Bartow Municipal Airport,"Bartow, Florida",United States,UTC−05:00,,,125,https://en.wikipedia.org/wiki/Bartow_Municipal_Airport,,49368,,2002
BOX,YBRL,Borroloola Airport,"Borroloola, Northern Territory",Australia,UTC+09:30,-16.068055555555556,136.30027777777778,55,https://en.wikipedia.org/wiki/Borroloola_Airport,,,,
BOY,DFOO,Bobo Dioulasso Airport,Bobo-Dioulasso,Burkina Faso,UTC±00:00,11.160133055555557,-4.330866944444444,"1,511",https://en.wikipedia.org/wiki/Bobo_Dioulasso_Airport,18220,,,2020
BOZ,FEGZ,Bozoum Airport,Bozoum,Central African Republic,UTC+01:00,6.343055555555555,16.322222222222223,"2,188",https://en.wikipedia.org/wiki/Bozoum_Airport,,,,
BPB,,Boridi Airport,Boridi,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Boridi_Airport,,,,
BPC,FKKV,Bamenda Airport,Bamenda,Cameroon,UTC+01:00,6.039166666666667,10.122611111111112,"4,065",https://en.wikipedia.org/wiki/Bamenda_Airport,,,,
BPD,AYBP,Bapi Airport,Bapi,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Bapi_Airport,,,,
BPE,ZBDH,Qinhuangdao Beidaihe Airport,"Qinhuangdao, Hebei",China,UTC+08:00,39.66638888888889,119.05888888888889,15.8 m,https://en.wikipedia.org/wiki/Qinhuangdao_Beidaihe_Airport,217642,,103.1,2021
BPF,AGBT,Batuna Airport,Batuna,Solomon Islands,UTC+11:00,,,,https://en.wikipedia.org/wiki/Batuna_Airport,,,,
BPG,SBBW,Barra do Garças Airport,"Barra do Garças, Mato Grosso",Brazil,UTC−04:00,-15.860833333333334,-52.38944444444444,350 m,https://en.wikipedia.org/wiki/Barra_do_Garças_Airport,,,,
BPH,RPMF,Bislig Airport,Bislig,Philippines,UTC+08:00,8.195833333333333,126.32194444444444,4 m,https://en.wikipedia.org/wiki/Bislig_Airport,,,,
BPI,KBPI,Miley Memorial Field,"Big Piney, Wyoming",United States,UTC−07:00,42.585,-110.1111111111111,"6,990",https://en.wikipedia.org/wiki/Miley_Memorial_Field,,4700,,2004
BPK,AYBQ,Biangabip Airport,Biangabip,Papua New Guinea,UTC+10:00,-5.526388888888889,141.74444444444444,,https://en.wikipedia.org/wiki/Biangabip_Airport,,,,
BPL,ZWBL,Bole Alashankou Airport,"Bole, Xinjiang",China,UTC+06:00,44.894999999999996,82.29972222222221,382 m,https://en.wikipedia.org/wiki/Bole_Alashankou_Airport,251570,,168.3,2021
BPM,VOHY,Begumpet Airport,"Hyderabad, Telangana",India,UTC+05:30,,,531 m,https://en.wikipedia.org/wiki/Begumpet_Airport,,,,
BPN,WALL,Sultan Aji Muhammad Sulaiman Airport,Balikpapan,Indonesia,UTC+08:00,,,12,https://en.wikipedia.org/wiki/Sultan_Aji_Muhammad_Sulaiman_Airport,,,,2019
BPS,SBPS,Porto Seguro Airport,"Porto Seguro, Bahia",Brazil,UTC−03:00,-16.438055555555557,-39.07777777777778,51 m,https://en.wikipedia.org/wiki/Porto_Seguro_Airport,,,,
BPT,KBPT,Jack Brooks Regional Airport,"Beaumont, Port Arthur, Texas",United States,UTC−06:00,,,15,https://en.wikipedia.org/wiki/Jack_Brooks_Regional_Airport,,,,
BPX,ZUBD,Qamdo Bamda Airport,"Qamdo, Tibet Autonomous Region",China,UTC+06:00,30.553611111111113,97.1086111111111,"4,334 m",https://en.wikipedia.org/wiki/Qamdo_Bamda_Airport,402165,,1461.6,2021
BPY,FMNQ,Besalampy Airport,Besalampy,Madagascar,UTC+03:00,,,125,https://en.wikipedia.org/wiki/Besalampy_Airport,,,,
BQA,RPUR,Dr. Juan C. Angara Airport,Baler,Philippines,UTC+08:00,15.729722222222222,121.5,33 m,https://en.wikipedia.org/wiki/Dr._Juan_C._Angara_Airport,,,,
BQB,YBLN,Busselton Margaret River Airport,"Busselton, Western Australia",Australia,UTC+08:00,-33.68722222222222,115.40027777777779,55,https://en.wikipedia.org/wiki/Busselton_Margaret_River_Airport,,,,
BQE,GGBU,Bubaque Airport,Bubaque,Guinea-Bissau,UTC±00:00,,,80,https://en.wikipedia.org/wiki/Bubaque_Airport,,,,
BQG,UHNB,Bogorodskoye Airport,"Bogorodskoye, Khabarovsk Krai",Russia,UTC+10:00,52.38055555555555,140.44861111111112,148,https://en.wikipedia.org/wiki/Bogorodskoye_Airport,,,,
BQH,EGKB,London Biggin Hill Airport,London,England,UTC±00:00,51.33083333333334,0.0325,599,https://en.wikipedia.org/wiki/London_Biggin_Hill_Airport,,43343,,2018
BQI,,Bagani Airport,Bagani,Namibia,UTC+01:00,,,,https://en.wikipedia.org/wiki/Bagani_Airport,,,,
BQJ,,Batagay Airport,"Batagay, Yakutia",Russia,UTC+10:00,67.64777777777779,134.69361111111112,213 m,https://en.wikipedia.org/wiki/Batagay_Airport,,,,
BQK,KBQK,Brunswick Golden Isles Airport,"Brunswick, Georgia",United States,UTC−05:00,,,26,https://en.wikipedia.org/wiki/Brunswick_Golden_Isles_Airport,38109,27637,,2020
BQL,YBOU,Boulia Airport,"Boulia, Queensland",Australia,UTC+10:00,-22.912499999999998,139.90083333333334,542,https://en.wikipedia.org/wiki/Boulia_Airport,,,,
BQN,TJBQ,Rafael Hernández Airport,"Aguadilla, Puerto Rico",United States,UTC−04:00,18.495,-67.12944444444443,237,https://en.wikipedia.org/wiki/Rafael_Hernández_Airport,,,,2014
BQO,DIBN,Tehini Airport,Bouna,Ivory Coast,UTC±00:00,9.255555555555556,-3.033333333333333,"1,247",https://en.wikipedia.org/wiki/Tehini_Airport,,,,
BQQ,SNBX,Barra Airport,"Barra, Bahia",Brazil,UTC−03:00,57.022777777777776,-7.4430555555555555,1−4,https://en.wikipedia.org/wiki/Barra_Airport,10658,1034,,2015
BQS,UHBB,Ignatyevo Airport,"Blagoveshchensk, Amur Oblast",Russia,UTC+09:00,50.425,127.41333333333334,640,https://en.wikipedia.org/wiki/Ignatyevo_Airport,,,,
BQT,UMBB,Brest Airport,Brest,Belarus,UTC+03:00,,,468,https://en.wikipedia.org/wiki/Brest_Airport,,,,
BQU,TVSB,J. F. Mitchell Airport,Bequia,Saint Vincent and the Grenadines,UTC−04:00,12.988333333333333,-61.261944444444445,15,https://en.wikipedia.org/wiki/J._F._Mitchell_Airport,,,,
BQV,,Bartlett Cove Seaplane Base,"Bartlett Cove, Alaska",United States,UTC−09:00,,,,https://en.wikipedia.org/wiki/Bartlett_Cove_Seaplane_Base,,,,
BQW,YBGO,Balgo Hill Airport,"Balgo Hill, Western Australia",Australia,UTC+08:00,-20.148333333333333,127.97333333333333,"1,440",https://en.wikipedia.org/wiki/Balgo_Hill_Airport,,,,
BRA,SNBR,Barreiras Airport,"Barreiras, Bahia",Brazil,UTC−03:00,-12.079166666666666,-45.00944444444445,748 m,https://en.wikipedia.org/wiki/Barreiras_Airport,,,,
BRB,SBRR,Barreirinhas Airport,"Barreirinhas, Maranhão",Brazil,UTC−03:00,-2.756666666666667,-42.80444444444444,4 m,https://en.wikipedia.org/wiki/Barreirinhas_Airport,,,,
BRC,SAZS,San Carlos de Bariloche Airport,"San Carlos de Bariloche, Río Negro",Argentina,UTC−03:00,-41.151111111111106,-71.1575,"2,776",https://en.wikipedia.org/wiki/San_Carlos_de_Bariloche_Airport,1112000,,,2021
BRD,KBRD,Brainerd Lakes Regional Airport,"Brainerd, Minnesota",United States,UTC−06:00,46.40222222222222,-94.13555555555556,"1,232",https://en.wikipedia.org/wiki/Brainerd_Lakes_Regional_Airport,,,,
BRE,EDDW,Bremen Airport,"Bremen, Bremen",Germany,UTC+01:00,53.0475,8.786666666666667,14,https://en.wikipedia.org/wiki/Bremen_Airport,,,,2022
BRH,,Brahman Airport,Brahman,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Brahman_Airport,,,,
BRI,LIBD,Bari Karol Wojtyła Airport,"Bari, Apulia",Italy,UTC+01:00,,,187,https://en.wikipedia.org/wiki/Bari_Karol_Wojtyła_Airport,3289239,32939,2402,2021
BRJ,,Bright Airport,"Bright, Victoria",Australia,UTC+10:00,,,,https://en.wikipedia.org/wiki/Bright_Airport,,,,
BRK,YBKE,Bourke Airport,"Bourke, New South Wales",Australia,UTC+10:00,-30.038333333333334,145.95166666666665,352,https://en.wikipedia.org/wiki/Bourke_Airport,,,,
BRL,KBRL,Southeast Iowa Regional Airport,"Burlington, Iowa",United States,UTC−06:00,40.783055555555556,-91.12555555555555,698,https://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport,,,,
BRM,SVBM,Jacinto Lara International Airport,Barquisimeto,Venezuela,UTC−04:00,,,"2,042",https://en.wikipedia.org/wiki/Jacinto_Lara_International_Airport,,,,
BRN,LSZB,Bern Airport,Bern,Switzerland,UTC+01:00,46.91222222222222,7.4991666666666665,"1,673",https://en.wikipedia.org/wiki/Bern_Airport,6022,,,2021
BRO,KBRO,Brownsville/South Padre Island International Airport,"Brownsville, Texas",United States,UTC−06:00,25.90694444444444,-97.42583333333334,22,https://en.wikipedia.org/wiki/Brownsville/South_Padre_Island_International_Airport,335914,,,2021
BRP,AYBR,Biaru Airport,Biaru,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Biaru_Airport,,,,
BRQ,LKTB,Brno–Tuřany Airport,Brno,Czech Republic,UTC+01:00,49.15138888888889,16.694444444444446,770,https://en.wikipedia.org/wiki/Brno–Tuřany_Airport,471 811,,,2022
BRR,EGPR,Barra Airport,Barra,Scotland,UTC±00:00,57.022777777777776,-7.4430555555555555,1−4,https://en.wikipedia.org/wiki/Barra_Airport,10658,1034,,2015
BRS,EGGD,Bristol Airport,Bristol,England,UTC±00:00,51.382777777777775,-2.7191666666666667,622,https://en.wikipedia.org/wiki/Bristol_Airport,8964242,69434,,2019
BRT,YBTI,Bathurst Island Airport,"Bathurst Island, Northern Territory",Australia,UTC+09:30,-11.769166666666665,130.61972222222224,67,https://en.wikipedia.org/wiki/Bathurst_Island_Airport,,,,
BRU,EBBR,Brussels Airport,Brussels,Belgium,UTC+01:00,50.90138888888889,4.484444444444445,184,https://en.wikipedia.org/wiki/Brussels_Airport,,,,2019
BRV,EDWB,Bremerhaven Airport,"Bremerhaven, Bremen",Germany,UTC+01:00,,,11,https://en.wikipedia.org/wiki/Bremerhaven_Airport,,,,
BRW,PABR,Wiley Post–Will Rogers Memorial Airport,"Barrow, Alaska",United States,UTC−09:00,71.28555555555555,-156.76611111111112,44,https://en.wikipedia.org/wiki/Wiley_Post–Will_Rogers_Memorial_Airport,88840,12010 (2014),,2015
BRX,MDBH,María Montez International Airport,Barahona,Dominican Republic,UTC−04:00,18.252777777777776,-71.12222222222222,10,https://en.wikipedia.org/wiki/María_Montez_International_Airport,,,,
BRY,KBRY,Samuels Field,"Bardstown, Kentucky",United States,UTC−05:00,,,669,https://en.wikipedia.org/wiki/Samuels_Field,,10485,,2010
BSA,HCMF,Bender Qassim International Airport,Bosaso,Somalia,UTC+03:00,11.275555555555556,49.15,3,https://en.wikipedia.org/wiki/Bender_Qassim_International_Airport,,,,
BSB,SBBR,Brasília International Airport,"Brasília, Distrito Federal",Brazil,UTC−03:00,-15.869166666666667,-47.920833333333334,"1,066 m",https://en.wikipedia.org/wiki/Brasília_International_Airport,,,,2022
BSC,SKBS,José Celestino Mutis Airport,Bahía Solano,Colombia,UTC−05:00,,,80,https://en.wikipedia.org/wiki/José_Celestino_Mutis_Airport,,,,
BSD,ZPBS,Baoshan Yunduan Airport,"Baoshan, Yunnan",China,UTC+08:00,,,"1,662 m",https://en.wikipedia.org/wiki/Baoshan_Yunduan_Airport,1016445,,1708.9,2021
BSE,WBGN,Sematan Airport,"Sematan, Sarawak",Malaysia,UTC+08:00,1.813611111111111,109.76277777777777,,https://en.wikipedia.org/wiki/Sematan_Airport,,,,
BSF,PHSF,Bradshaw Army Airfield,"Camp Pohakuloa, Hawaii",United States,UTC−10:00,,,"1,886.8 metres (6,190",https://en.wikipedia.org/wiki/Bradshaw_Army_Airfield,,,,
BSG,FGBT,Bata Airport,Bata,Equatorial Guinea,UTC+01:00,1.9055555555555554,9.805555555555557,13,https://en.wikipedia.org/wiki/Bata_Airport,,,,
BSI,RPLE,Balesin Airport,"Balesin Island, Quezon",Philippines,UTC+08:00,14.419166666666666,122.03916666666666,8 m,https://en.wikipedia.org/wiki/Balesin_Airport,,,,
BSJ,YBNS,Bairnsdale Airport,"Bairnsdale, Victoria",Australia,UTC+10:00,-37.8875,147.56777777777776,165,https://en.wikipedia.org/wiki/Bairnsdale_Airport,,,,
BSK,DAUB,Biskra Airport,Biskra,Algeria,UTC+01:00,34.80166666666666,5.741666666666667,88 m,https://en.wikipedia.org/wiki/Biskra_Airport,29154,,,2020
BSL,LFSB,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,UTC+01:00,47.59,7.529166666666667,885,https://en.wikipedia.org/wiki/EuroAirport_Basel-Mulhouse-Freiburg,3613074,,,2021
BSM,OINJ,Bishe Kola Air Base,Amol,Iran,UTC+03:30,36.655277777777776,52.349722222222226,−79,https://en.wikipedia.org/wiki/Bishe_Kola_Air_Base,,,,
BSN,FEFS,Bossangoa Airport,Bossangoa,Central African Republic,UTC+01:00,6.493055555555555,17.42777777777778,"1,526",https://en.wikipedia.org/wiki/Bossangoa_Airport,,,,
BSO,RPUO,Basco Airport,Basco,Philippines,UTC+08:00,20.45138888888889,121.98,89 m,https://en.wikipedia.org/wiki/Basco_Airport,,,,2017
BSP,AYBH,Bensbach Airport,Bensbach,Papua New Guinea,UTC+10:00,-8.856333333333334,141.256,30,https://en.wikipedia.org/wiki/Bensbach_Airport,,,,
BSQ,,Bisbee Municipal Airport,"Bisbee, Arizona",United States,UTC−07:00,,,"4,780",https://en.wikipedia.org/wiki/Bisbee_Municipal_Airport,,4900,,2008
BSR,ORMM,Basra International Airport,Basra,Iraq,UTC+03:00,30.54888888888889,47.66247222222222,11,https://en.wikipedia.org/wiki/Basra_International_Airport,,,,
BSS,SNBS,Balsas Airport,"Balsas, Maranhão",Brazil,UTC−03:00,,,,https://en.wikipedia.org/wiki/Balsas_Airport,,,,
BST,OABT,Bost Airport,Lashkar Gah,Afghanistan,UTC+04:30,31.558777777777777,64.36469444444444,"2,540",https://en.wikipedia.org/wiki/Bost_Airport,,,,
BSU,FZEN,Basankusu Airport,Basankusu,Democratic Republic of the Congo,UTC+01:00,1.2247222222222223,19.78888888888889,"1,217",https://en.wikipedia.org/wiki/Basankusu_Airport,,,,
BSV,,Besakoa Airport,Besakoa,Madagascar,UTC+03:00,,,,https://en.wikipedia.org/wiki/Besakoa_Airport,,,,
BSW,,Boswell Bay Airport,"Boswell Bay, Alaska",United States,UTC−09:00,,,230,https://en.wikipedia.org/wiki/Boswell_Bay_Airport,,400,,1985
BSX,VYPN,Pathein Airport,Pathein,Myanmar,UTC+06:30,,,13,https://en.wikipedia.org/wiki/Pathein_Airport,,,,
BSY,HCMD,Bardera Airport,Bardera,Somalia,UTC+03:00,2.3367166666666668,42.3077,550,https://en.wikipedia.org/wiki/Bardera_Airport,,,,
BTA,FKKO,Bertoua Airport,Bertoua,Cameroon,UTC+01:00,4.549916666666666,13.725888888888889,"2,198",https://en.wikipedia.org/wiki/Bertoua_Airport,,,,
BTB,FCOT,Bétou Airport,Bétou,Republic of the Congo,UTC+01:00,3.0577777777777775,18.51527777777778,"1,168",https://en.wikipedia.org/wiki/Bétou_Airport,,,,
BTC,VCCB,Batticaloa International Airport,Batticaloa,Sri Lanka,UTC+05:30,7.705277777777778,81.67777777777778,3 m,https://en.wikipedia.org/wiki/Batticaloa_International_Airport,,,,
BTD,,Brunette Downs Airport,"Brunette Downs, Northern Territory",Australia,UTC+09:30,,,,https://en.wikipedia.org/wiki/Brunette_Downs_Airport,,,,
BTE,GFBN,Sherbro International Airport,Bonthe,Sierra Leone,UTC±00:00,,,14,https://en.wikipedia.org/wiki/Sherbro_International_Airport,,,,
BTF,KBTF,Skypark Airport,"Bountiful, Utah",United States,UTC−07:00,,,"4,234",https://en.wikipedia.org/wiki/Skypark_Airport,,75912,,2007
BTG,FEGF,Batangafo Airport,Batangafo,Central African Republic,UTC+01:00,7.313888888888889,18.308333333333334,"1,378",https://en.wikipedia.org/wiki/Batangafo_Airport,,,,
BTH,WIDD,Hang Nadim Airport,Batam,Indonesia,UTC+07:00,1.1208333333333333,104.11861111111111,126,https://en.wikipedia.org/wiki/Hang_Nadim_Airport,,,,2018
BTI,PABA,Barter Island LRRS Airport,"Barter Island, Alaska",United States,UTC−09:00,70.13388888888889,-143.58194444444445,2,https://en.wikipedia.org/wiki/Barter_Island_LRRS_Airport,5077,3350,,2015
